Date,Close
8/27/2018 16:00:00,170.58
8/28/2018 16:00:00,169.6
8/29/2018 16:00:00,172.17
8/30/2018 16:00:00,173.31
8/31/2018 16:00:00,174.73
9/4/2018 16:00:00,177.05
9/5/2018 16:00:00,171.29
9/6/2018 16:00:00,173.5
9/7/2018 16:00:00,173.78
9/10/2018 16:00:00,174.1
9/11/2018 16:00:00,173.03
9/12/2018 16:00:00,171.65
9/13/2018 16:00:00,172.31
9/14/2018 16:00:00,173.15
9/17/2018 16:00:00,171.84
9/18/2018 16:00:00,172.4
9/19/2018 16:00:00,173.61
9/20/2018 16:00:00,174.38
9/21/2018 16:00:00,175.12
9/24/2018 16:00:00,174.75
9/25/2018 16:00:00,173.6
9/26/2018 16:00:00,173
9/27/2018 16:00:00,171.93
9/28/2018 16:00:00,170.21
10/1/2018 16:00:00,174.25
10/2/2018 16:00:00,174.5
10/3/2018 16:00:00,175.45
10/4/2018 16:00:00,180.51
10/5/2018 16:00:00,181.69
10/8/2018 16:00:00,180.91
10/9/2018 16:00:00,181.16
10/10/2018 16:00:00,180.25
10/11/2018 16:00:00,176.03
10/12/2018 16:00:00,176.5
10/15/2018 16:00:00,173.82
10/16/2018 16:00:00,178.06
10/17/2018 16:00:00,181.32
10/18/2018 16:00:00,181.92
10/19/2018 16:00:00,182.65
10/22/2018 16:00:00,181.22
10/23/2018 16:00:00,180.8
10/24/2018 16:00:00,181.08
10/25/2018 16:00:00,177.47
10/26/2018 16:00:00,178.64
10/29/2018 16:00:00,179.39
10/30/2018 16:00:00,182.47
10/31/2018 16:00:00,183.24
11/1/2018 16:00:00,183.75
11/2/2018 16:00:00,183.86
11/5/2018 16:00:00,185.5
11/6/2018 16:00:00,186.4
11/7/2018 16:00:00,188.69
11/8/2018 16:00:00,189.43
11/9/2018 16:00:00,189.74
11/12/2018 16:00:00,186.45
11/13/2018 16:00:00,187.33
11/14/2018 16:00:00,188.06
11/15/2018 16:00:00,191.56
11/16/2018 16:00:00,195.61
11/19/2018 16:00:00,195.61
11/20/2018 16:00:00,192.16
11/21/2018 16:00:00,190.01
11/23/2018 13:00:00,189.31
11/26/2018 16:00:00,191.52
11/27/2018 16:00:00,194.15
11/28/2018 16:00:00,187.11
11/29/2018 16:00:00,188.91
11/30/2018 16:00:00,190.08
12/3/2018 16:00:00,188.11
12/4/2018 16:00:00,188.2
12/6/2018 16:00:00,189.02
12/7/2018 16:00:00,187.11
12/10/2018 16:00:00,190.35
12/11/2018 16:00:00,189.51
12/12/2018 16:00:00,188.57
12/13/2018 16:00:00,187.94
12/14/2018 16:00:00,187.64
12/17/2018 16:00:00,185.59
12/18/2018 16:00:00,182.79
12/19/2018 16:00:00,185.53
12/20/2018 16:00:00,184.9
12/21/2018 16:00:00,182.65
12/24/2018 13:00:00,176.62
12/26/2018 16:00:00,182.32
12/27/2018 16:00:00,184.32
12/28/2018 16:00:00,186.11
12/31/2018 16:00:00,188.12
1/2/2019 16:00:00,185.58
1/3/2019 16:00:00,181.5
1/4/2019 16:00:00,184.68
1/7/2019 16:00:00,183.75
1/8/2019 16:00:00,182.66
1/9/2019 16:00:00,178.56
1/10/2019 16:00:00,179.85
1/11/2019 16:00:00,180.55
1/14/2019 16:00:00,178.67
1/15/2019 16:00:00,181.96
1/16/2019 16:00:00,182.29
1/17/2019 16:00:00,181.26
1/18/2019 16:00:00,183.43
1/22/2019 16:00:00,186.33
1/23/2019 16:00:00,187.82
1/24/2019 16:00:00,186.32
1/25/2019 16:00:00,185.94
1/28/2019 16:00:00,184.96
1/29/2019 16:00:00,181.19
1/30/2019 16:00:00,180.37
1/31/2019 16:00:00,182.28
2/1/2019 16:00:00,183.44
2/4/2019 16:00:00,181.54
2/5/2019 16:00:00,178.78
2/6/2019 16:00:00,177.76
2/7/2019 16:00:00,177.23
2/8/2019 16:00:00,178.2
2/11/2019 16:00:00,177.32
2/12/2019 16:00:00,178.93
2/13/2019 16:00:00,180.4
2/14/2019 16:00:00,177.4
2/15/2019 16:00:00,175.4
2/19/2019 16:00:00,174.3
2/20/2019 16:00:00,175.59
2/21/2019 16:00:00,176.49
2/22/2019 16:00:00,178.06
2/25/2019 16:00:00,177.49
2/26/2019 16:00:00,178.11
2/27/2019 16:00:00,179.86
2/28/2019 16:00:00,181.91
3/1/2019 16:00:00,182.59
3/4/2019 16:00:00,180.3
3/5/2019 16:00:00,175.99
3/6/2019 16:00:00,174.25
3/7/2019 16:00:00,172.5
3/8/2019 16:00:00,171.54
3/11/2019 16:00:00,170.82
3/12/2019 16:00:00,170.37
3/13/2019 16:00:00,169.69
3/14/2019 16:00:00,168.43
3/15/2019 16:00:00,170.14
3/18/2019 16:00:00,169.89
3/19/2019 16:00:00,168.73
3/20/2019 16:00:00,164.79
3/21/2019 16:00:00,164.33
3/22/2019 16:00:00,163.32
3/25/2019 16:00:00,164.17
3/26/2019 16:00:00,164.15
3/27/2019 16:00:00,162.58
3/28/2019 16:00:00,162.76
3/29/2019 16:00:00,164.58
4/1/2019 16:00:00,166.55
4/2/2019 16:00:00,168.07
4/3/2019 16:00:00,168.44
4/4/2019 16:00:00,169.36
4/5/2019 16:00:00,170.09
4/8/2019 16:00:00,172.39
4/9/2019 16:00:00,170.76
4/10/2019 16:00:00,170.06
4/11/2019 16:00:00,170.54
4/12/2019 16:00:00,172.92
4/15/2019 16:00:00,173.4
4/16/2019 16:00:00,173.92
4/17/2019 16:00:00,176.92
4/18/2019 16:00:00,176.36
4/22/2019 16:00:00,174.78
4/23/2019 16:00:00,174.79
4/24/2019 16:00:00,176.21
4/25/2019 16:00:00,178.01
4/26/2019 16:00:00,179.01
4/29/2019 16:00:00,177.53
4/30/2019 16:00:00,178.9
5/1/2019 16:00:00,175.3
5/2/2019 16:00:00,172.8
5/3/2019 16:00:00,173.91
5/6/2019 16:00:00,178.15
5/7/2019 16:00:00,178.11
5/8/2019 16:00:00,178.22
5/9/2019 16:00:00,180.01
5/10/2019 16:00:00,182.94
5/13/2019 16:00:00,182.3
5/14/2019 16:00:00,183.29
5/15/2019 16:00:00,181.83
5/16/2019 16:00:00,182.79
5/17/2019 16:00:00,183.85
5/20/2019 16:00:00,185.64
5/21/2019 16:00:00,186.57
5/22/2019 16:00:00,185.82
5/23/2019 16:00:00,186.8
5/24/2019 16:00:00,187.92
5/28/2019 16:00:00,187.26
5/29/2019 16:00:00,190.52
5/30/2019 16:00:00,192.36
